"farmer_ID","district","ta","gvh","village","treat"
"F_1817","KASUNGU","SANTHE","KALIMIRA","CHATOWA","C"
"F_1818","KASUNGU","SANTHE","KALIMIRA","CHATOWA","C"
"F_1819","KASUNGU","SANTHE","KALIMIRA","CHATOWA","T2"
"F_1820","KASUNGU","SANTHE","KALIMIRA","CHATOWA","T2"
"F_1821","KASUNGU","SANTHE","KALIMIRA","CHATOWA","C"
"F_1822","KASUNGU","SANTHE","KALIMIRA","CHATOWA","C"
"F_1823","KASUNGU","SANTHE","KALIMIRA","CHATOWA","T1"
"F_1824","KASUNGU","SANTHE","KALIMIRA","CHATOWA","T1"
"F_1825","KASUNGU","SANTHE","KALIMIRA","CHATOWA","T2"
"F_1826","KASUNGU","SANTHE","KALIMIRA","CHATOWA","T1"
"F_1827","KASUNGU","SANTHE","KALIMIRA","CHATOWA","C"
"F_1828","KASUNGU","SANTHE","KALIMIRA","CHATOWA","C"
"F_1829","KASUNGU","SANTHE","KALIMIRA","CHATOWA","C"
"F_1830","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1831","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1832","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1833","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1834","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1835","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1836","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1837","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1838","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1839","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1840","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1841","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1842","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1843","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1844","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1845","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1846","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1847","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1848","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1849","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1850","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1851","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1852","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1853","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1854","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1855","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1856","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T1"
"F_1857","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1858","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","C"
"F_1859","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1860","KASUNGU","SIMLEMBA","CHIKULA","KAHONOKO","T2"
"F_1861","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1862","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1863","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1864","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1865","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1866","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1867","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1868","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1869","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1870","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1871","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1872","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1873","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1874","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1875","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1876","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1877","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1878","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1879","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1880","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1881","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1882","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1883","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1884","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1885","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1886","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1887","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1888","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","C"
"F_1889","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T2"
"F_1890","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1891","KASUNGU","WIMBE","CHINYAMA","CHIMUTU","T1"
"F_1892","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1893","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1894","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1895","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1896","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1897","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1898","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1899","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1900","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1901","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1902","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1903","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1904","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1905","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1906","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1907","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1908","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1909","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1910","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1911","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1912","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1913","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1914","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1915","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1916","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1917","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1918","KASUNGU","WIMBE","CHINYAMA","NJOVU","C"
"F_1919","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1920","KASUNGU","WIMBE","CHINYAMA","NJOVU","T2"
"F_1921","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1922","KASUNGU","WIMBE","CHINYAMA","NJOVU","T1"
"F_1923","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1924","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1925","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1926","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1927","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1928","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1929","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1930","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1931","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1932","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1933","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1934","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1935","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1936","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1937","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1938","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1939","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1940","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1941","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1942","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1943","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1944","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1945","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1946","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1947","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1948","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1949","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1950","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1951","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","C"
"F_1952","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T1"
"F_1953","MCHINJI","DAMBE","KAMBUWE","KAMBUWE","T2"
"F_1954","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1955","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1956","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1957","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1958","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1959","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1960","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1961","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1962","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1963","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1964","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1965","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1966","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1967","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1968","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1969","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1970","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1971","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1972","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1973","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1974","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1975","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1976","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1977","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1978","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1979","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1980","MCHINJI","DAMBE","MPHANDA","MALITENI","C"
"F_1981","MCHINJI","DAMBE","MPHANDA","MALITENI","T2"
"F_1982","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1983","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1984","MCHINJI","DAMBE","MPHANDA","MALITENI","T1"
"F_1985","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_1986","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_1987","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_1988","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_1989","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_1990","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_1991","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_1992","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_1993","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_1994","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_1995","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_1996","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_1997","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_1998","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_1999","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_2000","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_2001","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_2002","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_2003","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_2004","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_2005","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_2006","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_2007","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_2008","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_2009","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_2010","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_2011","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_2012","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_2013","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","C"
"F_2014","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T2"
"F_2015","MCHINJI","DAMBE","MPHANDA","NKHUNUMBU","T1"
"F_2016","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2017","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2018","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2019","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2020","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2021","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2022","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2023","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2024","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2025","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2026","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2027","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2028","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2029","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2030","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2031","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2032","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2033","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2034","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2035","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2036","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2037","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2038","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2039","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2040","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2041","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2042","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2043","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2044","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T2"
"F_2045","MCHINJI","GUMBA","KADULANDEWO","MALEWA","C"
"F_2046","MCHINJI","GUMBA","KADULANDEWO","MALEWA","T1"
"F_2047","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2048","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2049","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2050","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2051","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2052","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2053","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2054","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2055","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2056","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2057","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2058","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2059","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2060","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2061","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2062","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2063","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2064","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2065","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2066","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2067","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2068","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2069","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2070","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2071","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2072","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2073","MCHINJI","KAPONDO","CHITI","MPHAMBA","T1"
"F_2074","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2075","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2076","MCHINJI","KAPONDO","CHITI","MPHAMBA","C"
"F_2077","MCHINJI","KAPONDO","CHITI","MPHAMBA","T2"
"F_2078","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2079","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2080","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2081","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2082","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2083","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2084","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2085","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2086","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2087","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2088","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2089","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2090","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2091","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2092","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2093","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2094","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2095","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2096","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2097","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2098","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2099","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2100","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2101","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T1"
"F_2102","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2103","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2104","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2105","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2106","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","C"
"F_2107","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2108","MCHINJI","KAWERE","KAIGWAZANGA","KAIGWAZANGA","T2"
"F_2109","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2110","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2111","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2112","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2113","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2114","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2115","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2116","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2117","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2118","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2119","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2120","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2121","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2122","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2123","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2124","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2125","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2126","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2127","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2128","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2129","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2130","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2131","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2132","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2133","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2134","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T1"
"F_2135","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2136","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2137","MCHINJI","KAWERE","MBEWA","KANKHWENDE","T2"
"F_2138","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2139","MCHINJI","KAWERE","MBEWA","KANKHWENDE","C"
"F_2140","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2141","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2142","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2143","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2144","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2145","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2146","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2147","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2148","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2149","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2150","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2151","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2152","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2153","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2154","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2155","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2156","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2157","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2158","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2159","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2160","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2161","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2162","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2163","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2164","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2165","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2166","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2167","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2168","MCHINJI","KAWERE","MBEWA","MPHUNDA","T2"
"F_2169","MCHINJI","KAWERE","MBEWA","MPHUNDA","T1"
"F_2170","MCHINJI","KAWERE","MBEWA","MPHUNDA","C"
"F_2171","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","T2"
"F_2172","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","C"
"F_2173","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","C"
"F_2174","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","T2"
"F_2175","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","T2"
"F_2176","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","T2"
"F_2177","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","T1"
"F_2178","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","T2"
"F_2179","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","C"
"F_2180","MCHINJI","KAWERE","NGOLOMI","LUPIA 2","C"
